Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,12,25,4,1939,1940,2225,2230,WN,1783,N906WN,106,110,87,-5,-1,ABQ,MCI,718,3,16,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1001,1005,1514,1530,WN,402,N484WN,193,205,181,-16,-4,ABQ,MCO,1552,6,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1606,1550,2125,2110,WN,3869,N264LV,199,200,180,15,16,ABQ,MCO,1552,6,13,0,,0,0,0,0,0,15
2008,12,25,4,1610,1610,1934,1950,WN,2421,N626SW,144,160,128,-16,0,ABQ,MDW,1121,6,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,744,745,1103,1125,WN,3409,N480WN,139,160,127,-22,-1,ABQ,MDW,1121,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1339,1340,1509,1515,WN,101,N204WN,150,155,139,-6,-1,ABQ,OAK,889,5,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2036,2030,2203,2210,WN,2202,N690SW,147,160,135,-7,6,ABQ,OAK,889,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1611,1600,1754,1805,WN,979,N419WN,163,185,153,-11,11,ABQ,PDX,1111,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1925,1900,2044,2015,WN,461,N505SW,79,75,66,29,25,ABQ,PHX,328,6,7,0,,0,0,0,11,0,18
2008,12,25,4,1221,1200,1345,1315,WN,745,N513SW,84,75,61,30,21,ABQ,PHX,328,16,7,0,,0,13,0,9,0,8
2008,12,25,4,1552,1535,1710,1650,WN,1651,N627SW,78,75,62,20,17,ABQ,PHX,328,6,10,0,,0,2,0,3,0,15
2008,12,25,4,1059,1100,1230,1215,WN,1822,N723SW,91,75,71,15,-1,ABQ,PHX,328,4,16,0,,0,0,0,15,0,0
2008,12,25,4,1743,1725,1858,1845,WN,2547,N276WN,75,80,62,13,18,ABQ,PHX,328,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,855,855,1021,1020,WN,3217,N276WN,86,85,66,1,0,ABQ,PHX,328,6,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1431,1405,1552,1520,WN,3269,N735SA,81,75,69,32,26,ABQ,PHX,328,6,6,0,,0,0,0,6,0,26
2008,12,25,4,1403,1330,1520,1425,WN,803,N363SW,137,115,127,55,33,ABQ,SAN,628,2,8,0,,0,0,0,22,0,33
2008,12,25,4,700,705,754,800,WN,1200,N614SW,114,115,103,-6,-5,ABQ,SAN,628,2,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1728,1715,1825,1810,WN,3984,N372SW,117,115,105,15,13,ABQ,SAN,628,3,9,0,,0,0,0,2,0,13
2008,12,25,4,1905,1855,2112,2110,WN,2109,N374SW,187,195,164,2,10,ABQ,SEA,1180,13,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,819,820,948,955,WN,367,N489WN,89,95,76,-7,-1,ABQ,SLC,493,8,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2049,1920,2241,2100,WN,764,N924WN,112,100,92,101,89,ABQ,SLC,493,13,7,0,,0,0,0,58,0,43
2008,12,25,4,828,830,1141,1145,WN,3732,N708SW,133,135,101,-4,-2,ABQ,STL,934,26,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1120,1115,1627,1630,WN,1103,N710SW,187,195,172,-3,5,ABQ,TPA,1497,5,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1628,1630,1743,1735,WN,112,N720WN,75,65,58,8,-2,ABQ,TUS,321,4,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1026,1005,1142,1115,WN,2540,N651SW,76,70,66,27,21,ABQ,TUS,321,3,7,0,,0,6,0,6,0,15
2008,12,25,4,2050,1930,2206,2045,WN,3590,N618WN,76,75,58,81,80,ALB,BWI,288,4,14,0,,0,0,0,1,0,80
2008,12,25,4,1141,1145,1251,1300,WN,3637,N434WN,70,75,60,-9,-4,ALB,BWI,288,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1356,1350,1504,1505,WN,3763,N274WN,68,75,57,-1,6,ALB,BWI,288,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1611,1615,1716,1730,WN,3961,N476WN,65,75,53,-14,-4,ALB,BWI,288,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,758,800,1105,1120,WN,2023,N720WN,187,200,175,-15,-2,ALB,FLL,1204,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1317,1315,1649,1605,WN,634,N797MX,392,350,370,44,2,ALB,LAS,2237,13,9,0,,0,0,0,44,0,0
2008,12,25,4,704,705,958,1010,WN,451,N427WN,174,185,155,-12,-1,ALB,MCO,1073,6,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1231,1235,1521,1540,WN,1965,N741SA,170,185,154,-19,-4,ALB,MCO,1073,9,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1436,1440,1722,1745,WN,2382,N230WN,166,185,153,-23,-4,ALB,MCO,1073,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1713,1720,1829,1845,WN,3958,N418WN,136,145,120,-16,-7,ALB,MDW,717,6,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,725,725,1032,1040,WN,28,N9222N,187,195,167,-8,0,ALB,TPA,1130,3,17,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,751,745,748,750,WN,367,N489WN,57,65,49,-2,6,AMA,ABQ,277,3,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,928,930,1030,1035,WN,25,N289WN,62,65,50,-5,-2,AMA,DAL,324,3,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1755,1800,1856,1905,WN,53,N247WN,61,65,52,-9,-5,AMA,DAL,324,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1711,1700,1814,1805,WN,754,N650SW,63,65,52,9,11,AMA,DAL,324,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1357,1400,1457,1505,WN,2515,N768SW,60,65,47,-8,-3,AMA,DAL,324,3,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1223,1225,1323,1330,WN,2858,N408WN,60,65,51,-7,-2,AMA,DAL,324,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1932,1935,2028,2040,WN,3851,N676SW,56,65,46,-12,-3,AMA,DAL,324,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,835,835,842,855,WN,831,N610WN,67,80,56,-13,0,AMA,DEN,358,5,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1632,1620,1641,1635,WN,1289,N221WN,69,75,58,6,12,AMA,DEN,358,5,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1200,1130,1216,1145,WN,408,N639SW,136,135,121,31,30,AMA,LAS,758,5,10,0,,0,0,0,27,0,4
2008,12,25,4,1824,1825,2014,2020,WN,3561,N353SW,110,115,95,-6,-1,AUS,BNA,756,5,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,714,715,1105,1115,WN,1892,N405WN,171,180,155,-10,-1,AUS,BWI,1342,5,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1322,1320,1714,1720,WN,2712,N397SW,172,180,160,-6,2,AUS,BWI,1342,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1903,1835,1954,1930,WN,342,N318SW,51,55,40,24,28,AUS,DAL,189,2,9,0,,0,0,0,0,0,24
2008,12,25,4,2029,2010,2115,2105,WN,520,N448WN,46,55,37,10,19,AUS,DAL,189,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1734,1725,1831,1820,WN,588,N203WN,57,55,43,11,9,AUS,DAL,189,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1442,1445,1536,1540,WN,938,N614SW,54,55,37,-4,-3,AUS,DAL,189,8,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1614,1615,1701,1710,WN,1552,N520SW,47,55,39,-9,-1,AUS,DAL,189,2,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1343,1345,1433,1440,WN,1590,N260WN,50,55,40,-7,-2,AUS,DAL,189,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,834,835,925,930,WN,1766,N654SW,51,55,37,-5,-1,AUS,DAL,189,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1031,1035,1123,1130,WN,2559,N520SW,52,55,37,-7,-4,AUS,DAL,189,5,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1231,1220,1320,1315,WN,3100,N350SW,49,55,39,5,11,AUS,DAL,189,2,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1729,1730,1837,1850,WN,131,N603SW,128,140,112,-13,-1,AUS,DEN,775,6,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1411,1400,1514,1520,WN,889,N417WN,123,140,110,-6,11,AUS,DEN,775,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1509,1505,1539,1540,WN,2799,N300SW,90,95,79,-1,4,AUS,ELP,528,4,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1100,1100,1126,1135,WN,3607,N701GS,86,95,77,-9,0,AUS,ELP,528,2,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2041,2040,2112,2120,WN,3763,N274WN,91,100,81,-8,1,AUS,ELP,528,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1236,1235,1605,1620,WN,3764,N486WN,149,165,134,-15,1,AUS,FLL,1105,5,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1902,1900,1948,1945,WN,122,N789SW,46,45,33,3,2,AUS,HOU,148,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,933,935,1014,1025,WN,2135,N474WN,41,50,30,-11,-2,AUS,HOU,148,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1157,1200,1239,1250,WN,2510,N617SW,42,50,30,-11,-3,AUS,HOU,148,3,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1635,1635,1730,1730,WN,2515,N768SW,55,55,33,0,0,AUS,HOU,148,13,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1319,1320,1414,1425,WN,1397,N520SW,55,65,44,-11,-1,AUS,HRL,273,4,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1244,1215,1347,1320,WN,74,N608SW,183,185,165,27,29,AUS,LAS,1090,3,15,0,,0,0,26,0,0,1
2008,12,25,4,1540,1540,1702,1700,WN,2185,N712SW,202,200,187,2,0,AUS,LAX,1242,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1724,1700,1827,1810,WN,461,N505SW,63,70,52,17,24,AUS,LBB,341,3,8,0,,0,2,0,0,0,15
2008,12,25,4,1755,1800,1853,1905,WN,3212,N514SW,58,65,47,-12,-5,AUS,MAF,294,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1315,1310,1639,1635,WN,794,N635SW,144,145,132,4,5,AUS,MCO,993,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1721,1720,1935,1955,WN,1429,N345SA,134,155,121,-20,1,AUS,MDW,972,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1920,1925,2113,2120,WN,2069,N486WN,233,235,213,-7,-5,AUS,OAK,1497,7,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,711,715,1118,1150,WN,3104,N232WN,187,215,166,-32,-4,AUS,PHL,1430,11,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1032,1035,1202,1210,WN,1763,N734SA,150,155,135,-8,-3,AUS,PHX,872,5,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1948,1955,2141,2125,WN,2538,N305SW,173,150,135,16,-7,AUS,PHX,872,30,8,0,,0,0,0,16,0,0
2008,12,25,4,1552,1545,1721,1715,WN,3908,N456WN,149,150,132,6,7,AUS,PHX,872,7,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,825,825,930,930,WN,1064,N928WN,185,185,171,0,0,AUS,SAN,1164,4,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1446,1445,1549,1550,WN,1125,N606SW,183,185,171,-1,1,AUS,SAN,1164,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1812,1815,2120,2130,WN,1254,N234WN,128,135,116,-10,-3,AUS,TPA,928,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1515,1440,1637,1620,WN,54,N240WN,142,160,131,17,35,BDL,BNA,852,4,7,0,,0,17,0,0,0,0
2008,12,25,4,1142,1145,1245,1255,WN,618,N920WN,63,70,53,-10,-3,BDL,BWI,283,4,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,900,900,1006,1010,WN,1374,N615SW,66,70,56,-4,0,BDL,BWI,283,2,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1725,1730,1823,1845,WN,1973,N365SW,58,75,50,-22,-5,BDL,BWI,283,3,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1339,1335,1443,1445,WN,2587,N605SW,64,70,52,-2,4,BDL,BWI,283,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1545,1545,1650,1700,WN,2590,N684WN,65,75,51,-10,0,BDL,BWI,283,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1909,1915,2016,2040,WN,3351,N750SA,67,85,52,-24,-6,BDL,BWI,283,9,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1216,1215,1551,1525,WN,2645,N297WN,395,370,377,26,1,BDL,LAS,2298,6,12,0,,0,0,0,26,0,0
2008,12,25,4,821,820,1104,1120,WN,129,N925WN,163,180,152,-16,1,BDL,MCO,1050,6,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1248,1250,1534,1600,WN,849,N253WN,166,190,152,-26,-2,BDL,MCO,1050,6,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1640,1645,1920,1945,WN,2352,N295WN,160,180,147,-25,-5,BDL,MCO,1050,6,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1805,1805,1931,1955,WN,1033,N707SA,146,170,133,-24,0,BDL,MDW,777,6,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1104,1105,1230,1240,WN,3489,N445WN,146,155,132,-10,-1,BDL,MDW,777,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1011,1010,1307,1320,WN,265,N910WN,176,190,167,-13,1,BDL,TPA,1111,4,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1424,1430,1719,1740,WN,3207,N462WN,175,190,163,-21,-6,BDL,TPA,1111,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1625,1625,1714,1720,WN,125,N469WN,49,55,34,-6,0,BHM,BNA,177,6,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1203,1205,1447,1500,WN,374,N447WN,104,115,90,-13,-2,BHM,BWI,682,4,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1748,1750,2034,2045,WN,1689,N227WN,106,115,93,-11,-2,BHM,BWI,682,4,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1828,1830,2009,2025,WN,857,N512SW,101,115,91,-16,-2,BHM,DAL,587,2,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,850,850,1029,1045,WN,280,N339SW,99,115,87,-16,0,BHM,HOU,570,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1937,1940,2119,2135,WN,3760,N600WN,102,115,88,-16,-3,BHM,HOU,570,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1437,1435,1640,1645,WN,3323,N759GS,63,70,52,-5,2,BHM,JAX,365,4,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,701,700,912,915,WN,2259,N455WN,251,255,240,-3,1,BHM,LAS,1618,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1954,1955,2214,2225,WN,134,N631SW,80,90,67,-11,-1,BHM,MCO,478,7,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1500,1505,1641,1655,WN,2387,N920WN,101,110,87,-14,-5,BHM,MDW,570,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1925,1930,2030,2040,WN,1162,N291WN,65,70,52,-10,-5,BHM,MSY,321,4,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1348,1330,1640,1630,WN,398,N738CB,232,240,219,10,18,BHM,PHX,1455,6,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1822,1825,2023,2035,WN,1190,N237WN,61,70,47,-12,-3,BHM,SDF,323,3,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1407,1400,1523,1520,WN,111,N616SW,76,80,65,3,7,BHM,STL,410,4,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1319,1320,1534,1540,WN,1756,N787SA,75,80,66,-6,-1,BHM,TPA,460,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1925,1925,2155,2145,WN,2428,N909WN,90,80,71,10,0,BHM,TPA,460,6,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,924,925,1137,1145,WN,3810,N458WN,73,80,64,-8,-1,BHM,TPA,460,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1801,1755,2007,2015,WN,3763,N274WN,126,140,112,-8,6,BNA,AUS,756,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1923,1925,2221,2240,WN,2419,N314SW,118,135,105,-19,-2,BNA,BDL,852,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1727,1720,1809,1810,WN,857,N512SW,42,50,33,-1,7,BNA,BHM,177,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,558,600,836,845,WN,382,N395SW,98,105,76,-9,-2,BNA,BWI,588,4,18,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1505,1510,1740,1750,WN,476,N706SW,95,100,73,-10,-5,BNA,BWI,588,14,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1748,1755,2020,2035,WN,523,N328SW,92,100,77,-15,-7,BNA,BWI,588,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,818,820,1042,1100,WN,774,N373SW,84,100,73,-18,-2,BNA,BWI,588,4,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1347,1345,1617,1620,WN,1019,N736SA,90,95,74,-3,2,BNA,BWI,588,5,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2107,2110,2339,2345,WN,1050,N757LV,92,95,76,-6,-3,BNA,BWI,588,8,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1054,1055,1320,1335,WN,2588,N278WN,86,100,74,-15,-1,BNA,BWI,588,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1948,1945,2201,2210,WN,668,N256WN,73,85,62,-9,3,BNA,CLE,448,4,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,935,935,1155,1200,WN,2137,N205WN,80,85,65,-5,0,BNA,CLE,448,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2014,2000,2218,2210,WN,370,N705SW,64,70,50,8,14,BNA,CMH,338,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1307,1310,1509,1510,WN,233,N358SW,182,180,165,-1,-3,BNA,DEN,1013,8,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1700,1700,1848,1900,WN,268,N447WN,168,180,154,-12,0,BNA,DEN,1013,8,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2006,1930,2227,2200,WN,32,N376SW,81,90,65,27,36,BNA,DTW,457,5,11,0,,0,27,0,0,0,0
2008,12,25,4,1916,1840,2222,2145,WN,1317,N389SW,126,125,111,37,36,BNA,FLL,793,4,11,0,,0,14,0,1,0,22
2008,12,25,4,927,925,1230,1235,WN,2485,N909WN,123,130,110,-5,2,BNA,FLL,793,4,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1400,1250,1551,1500,WN,38,N420WN,111,130,99,51,70,BNA,HOU,670,4,8,0,,0,3,0,0,0,48
2008,12,25,4,1708,1650,1906,1900,WN,54,N240WN,118,130,105,6,18,BNA,HOU,670,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1949,1955,2141,2200,WN,3798,N620SW,112,125,100,-19,-6,BNA,HOU,670,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1440,1440,1657,1705,WN,1460,N249WN,77,85,67,-8,0,BNA,JAX,484,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1042,1045,1314,1310,WN,1703,N252WN,92,85,61,4,-3,BNA,JAX,484,18,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2037,2035,2255,2300,WN,2252,N390SW,78,85,66,-5,2,BNA,JAX,484,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1816,1805,2125,2020,WN,483,N790SW,309,255,248,65,11,BNA,LAS,1588,6,55,0,,0,0,0,65,0,0
2008,12,25,4,1501,1425,2011,1640,WN,3641,N200WN,NA,255,NA,NA,36,BNA,LAS,1588,14,11,0,,1,NA,NA,NA,NA,NA
2008,12,25,4,1248,1245,1540,1530,WN,124,N494WN,292,285,275,10,3,BNA,LAX,1797,6,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1840,1845,2129,2130,WN,305,N495WN,289,285,271,-1,-5,BNA,LAX,1797,10,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1051,1050,1231,1235,WN,240,N346SW,100,105,84,-4,1,BNA,MCI,491,5,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2108,2050,2242,2235,WN,696,N493WN,94,105,80,7,18,BNA,MCI,491,6,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1508,1505,1641,1645,WN,1315,N396SW,93,100,84,-4,3,BNA,MCI,491,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1003,1005,1241,1250,WN,3465,N752SW,98,105,83,-9,-2,BNA,MCO,616,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1732,1725,2013,2010,WN,3475,N395SW,101,105,84,3,7,BNA,MCO,616,6,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2044,2045,2327,2325,WN,3561,N353SW,103,100,87,2,-1,BNA,MCO,616,7,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,904,910,1031,1035,WN,216,N221WN,87,85,67,-4,-6,BNA,MDW,395,4,16,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1403,1245,1524,1410,WN,998,N382SW,81,85,66,74,78,BNA,MDW,395,5,10,0,,0,2,0,0,0,72
2008,12,25,4,1940,1830,2055,2000,WN,1631,N285WN,75,90,63,55,70,BNA,MDW,395,6,6,0,,0,0,0,0,0,55
2008,12,25,4,1635,1635,1751,1800,WN,1935,N507SW,76,85,63,-9,0,BNA,MDW,395,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1505,1510,1621,1635,WN,2740,N523SW,76,85,65,-14,-5,BNA,MDW,395,6,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1035,1035,1154,1200,WN,3370,N718SW,79,85,63,-6,0,BNA,MDW,395,5,11,0,,0,NA,NA,NA,NA,NA
